😀	fytyrë, fytyrë e zgërdheshur, zgërdheshje, zgërdhihem
🤛🏻	grusht, grusht i majtë në anën e përparme, grusht i majtë në anën e përparme: nuancë lëkure e çelët, i majtë, nuancë lëkure e çelët
🤛🏼	grusht, grusht i majtë në anën e përparme, grusht i majtë në anën e përparme: nuancë lëkure gjysmë e çelët, i majtë, nuancë lëkure gjysmë e çelët
🤛🏽	grusht, grusht i majtë në anën e përparme, grusht i majtë në anën e përparme: nuancë lëkure zeshkane, i majtë, nuancë lëkure zeshkane
🤛🏾	grusht, grusht i majtë në anën e përparme, grusht i majtë në anën e përparme: nuancë lëkure gjysmë e errët, i majtë, nuancë lëkure gjysmë e errët
🤛🏿	grusht, grusht i majtë në anën e përparme, grusht i majtë në anën e përparme: nuancë lëkure e errët, i majtë, nuancë lëkure e errët
🤜	grusht, grusht i djathtë në anën e përparme, i djathtë
🤜🏻	grusht, grusht i djathtë në anën e përparme, grusht i djathtë në anën e përparme: nuancë lëkure e çelët, i djathtë, nuancë lëkure e çelët
🤜🏼	grusht, grusht i djathtë në anën e përparme, grusht i djathtë në anën e përparme: nuancë lëkure gjysmë e çelët, i djathtë, nuancë lëkure gjysmë e çelët
🤜🏽	grusht, grusht i djathtë në anën e përparme, grusht i djathtë në anën e përparme: nuancë lëkure zeshkane, i djathtë, nuancë lëkure zeshkane
🤜🏾	grusht, grusht i djathtë në anën e përparme, grusht i djathtë në anën e përparme: nuancë lëkure gjysmë e errët, i djathtë, nuancë lëkure gjysmë e errët
🤜🏿	grusht, grusht i djathtë në anën e përparme, grusht i djathtë në anën e përparme: nuancë lëkure e errët, i djathtë, nuancë lëkure e errët
👏	dorë, duar që duartrokasin, duartrokas, trup
👏🏻	dorë, duar që duartrokasin, duar që duartrokasin: nuancë lëkure e çelët, duartrokas, nuancë lëkure e çelët, trup
👏🏼	dorë, duar që duartrokasin, duar që duartrokasin: nuancë lëkure gjysmë e çelët, duartrokas, nuancë lëkure gjysmë e çelët, trup
👏🏽	dorë, duar që duartrokasin, duar që duartrokasin: nuancë lëkure zeshkane, duartrokas, nuancë lëkure zeshkane, trup
👏🏾	dorë, duar që duartrokasin, duar që duartrokasin: nuancë lëkure gjysmë e errët, duartrokas, nuancë lëkure gjysmë e errët, trup
👏🏿	dorë, duar që duartrokasin, duar që duartrokasin: nuancë lëkure e errët, duartrokas, nuancë lëkure e errët, trup
🙌	festim, gjest, njeri që ngre duart, urra
🙌🏻	festim, gjest, njeri që ngre duart, njeri që ngre duart: nuancë lëkure e çelët, nuancë lëkure e çelët, urra
🙌🏼	festim, gjest, njeri që ngre duart, njeri që ngre duart: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, urra
🙌🏽	festim, gjest, njeri që ngre duart, njeri që ngre duart: nuancë lëkure zeshkane, nuancë lëkure zeshkane, urra
🙌🏾	festim, gjest, njeri që ngre duart, njeri që ngre duart: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, urra
🙌🏿	festim, gjest, njeri që ngre duart, njeri që ngre duart: nuancë lëkure e errët, nuancë lëkure e errët, urra
👐	dorë, duar të hapura, e hapur, hap, trup
👐🏻	dorë, duar të hapura, duar të hapura: nuancë lëkure e çelët, e hapur, hap, nuancë lëkure e çelët, trup
👐🏼	dorë, duar të hapura, duar të hapura: nuancë lëkure gjysmë e çelët, e hapur, hap, nuancë lëkure gjysmë e çelët, trup
👐🏽	dorë, duar të hapura, duar të hapura: nuancë lëkure zeshkane, e hapur, hap, nuancë lëkure zeshkane, trup
👐🏾	dorë, duar të hapura, duar të hapura: nuancë lëkure gjysmë e errët, e hapur, hap, nuancë lëkure gjysmë e errët, trup
👐🏿	dorë, duar të hapura, duar të hapura: nuancë lëkure e errët, e hapur, hap, nuancë lëkure e errët, trup
🤲	besimtar, falje, lutje, pëllëmbë të bashkuara
🤲🏻	besimtar, falje, lutje, nuancë lëkure e çelët, pëllëmbë të bashkuara, pëllëmbë të bashkuara: nuancë lëkure e çelët
🤲🏼	besimtar, falje, lutje, nuancë lëkure gjysmë e çelët, pëllëmbë të bashkuara, pëllëmbë të bashkuara: nuancë lëkure gjysmë e çelët
🤲🏽	besimtar, falje, lutje, nuancë lëkure zeshkane, pëllëmbë të bashkuara, pëllëmbë të bashkuara: nuancë lëkure zeshkane
🤲🏾	besimtar, falje, lutje, nuancë lëkure gjysmë e errët, pëllëmbë të bashkuara, pëllëmbë të bashkuara: nuancë lëkure gjysmë e errët
🤲🏿	besimtar, falje, lutje, nuancë lëkure e errët, pëllëmbë të bashkuara, pëllëmbë të bashkuara: nuancë lëkure e errët
🤝	dorë, marrëveshje, shtrëngim duarsh, takim, tundje
🙏	duar të mbledhura, faleminderit, gjest, lutje, përkulem
🙏🏻	duar të mbledhura, duar të mbledhura: nuancë lëkure e çelët, faleminderit, gjest, lutje, nuancë lëkure e çelët, përkulem
🙏🏼	duar të mbledhura, duar të mbledhura: nuancë lëkure gjysmë e çelët, faleminderit, gjest, lutje, nuancë lëkure gjysmë e çelët, përkulem
🙏🏽	duar të mbledhura, duar të mbledhura: nuancë lëkure zeshkane, faleminderit, gjest, lutje, nuancë lëkure zeshkane, përkulem
🙏🏾	duar të mbledhura, duar të mbledhura: nuancë lëkure gjysmë e errët, faleminderit, gjest, lutje, nuancë lëkure gjysmë e errët, përkulem
🙏🏿	duar të mbledhura, duar të mbledhura: nuancë lëkure e errët, faleminderit, gjest, lutje, nuancë lëkure e errët, përkulem
✍️	dorë, dorë që shkruan, shkruaj, trup
✍🏻	dorë, dorë që shkruan, dorë që shkruan: nuancë lëkure e çelët, nuancë lëkure e çelët, shkruaj, trup
✍🏼	dorë, dorë që shkruan, dorë që shkruan: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, shkruaj, trup
✍🏽	dorë, dorë që shkruan, dorë që shkruan: nuancë lëkure zeshkane, nuancë lëkure zeshkane, shkruaj, trup
✍🏾	dorë, dorë që shkruan, dorë që shkruan: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, shkruaj, trup
✍🏿	dorë, dorë që shkruan, dorë që shkruan: nuancë lëkure e errët, nuancë lëkure e errët, shkruaj, trup
💅	kozmetikë, kujdes, lyej, manikyr, thua
💅🏻	kozmetikë, kujdes, lyej, manikyr, manikyr: nuancë lëkure e çelët, nuancë lëkure e çelët, thua
💅🏼	kozmetikë, kujdes, lyej, manikyr, manikyr: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, thua
💅🏽	kozmetikë, kujdes, lyej, manikyr, manikyr: nuancë lëkure zeshkane, nuancë lëkure zeshkane, thua
💅🏾	kozmetikë, kujdes, lyej, manikyr, manikyr: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, thua
💅🏿	kozmetikë, kujdes, lyej, manikyr, manikyr: nuancë lëkure e errët, nuancë lëkure e errët, thua
🤳	foto vetjake, kamerë, sellfi, telefon, vetjake
🤳🏻	foto vetjake, foto vetjake: nuancë lëkure e çelët, kamerë, nuancë lëkure e çelët, sellfi, telefon, vetjake
🤳🏼	foto vetjake, foto vetjake: nuancë lëkure gjysmë e çelët, kamerë, nuancë lëkure gjysmë e çelët, sellfi, telefon, vetjake
🤳🏽	foto vetjake, foto vetjake: nuancë lëkure zeshkane, kamerë, nuancë lëkure zeshkane, sellfi, telefon, vetjake
🤳🏾	foto vetjake, foto vetjake: nuancë lëkure gjysmë e errët, kamerë, nuancë lëkure gjysmë e errët, sellfi, telefon, vetjake
🤳🏿	foto vetjake, foto vetjake: nuancë lëkure e errët, kamerë, nuancë lëkure e errët, sellfi, telefon, vetjake
💪	i mbledhur, muskul, muskul dykrerësh, muskuli dykrerësh i mbledhur
💪🏻	i mbledhur, muskul, muskul dykrerësh, muskuli dykrerësh i mbledhur, muskuli dykrerësh i mbledhur: nuancë lëkure e çelët, nuancë lëkure e çelët
💪🏼	i mbledhur, muskul, muskul dykrerësh, muskuli dykrerësh i mbledhur, muskuli dykrerësh i mbledhur: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët
💪🏽	i mbledhur, muskul, muskul dykrerësh, muskuli dykrerësh i mbledhur, muskuli dykrerësh i mbledhur: nuancë lëkure zeshkane, nuancë lëkure zeshkane
💪🏾	i mbledhur, muskul, muskul dykrerësh, muskuli dykrerësh i mbledhur, muskuli dykrerësh i mbledhur: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët
💪🏿	i mbledhur, muskul, muskul dykrerësh, muskuli dykrerësh i mbledhur, muskuli dykrerësh i mbledhur: nuancë lëkure e errët, nuancë lëkure e errët
🦾	krah mekanik, protetik, protezë, qasshmëri
🦿	këmbë mekanike, protetik, protezë, qasshmëri
🦵	gjymtyrë, këmbë, shkelm
🦵🏻	gjymtyrë, këmbë, këmbë: nuancë lëkure e çelët, nuancë lëkure e çelët, shkelm
🦵🏼	gjymtyrë, këmbë, këmbë: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, shkelm
🦵🏽	gjymtyrë, këmbë, këmbë: nuancë lëkure zeshkane, nuancë lëkure zeshkane, shkelm
🦵🏾	gjymtyrë, këmbë, këmbë: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, shkelm
🦵🏿	gjymtyrë, këmbë, këmbë: nuancë lëkure e errët, nuancë lëkure e errët, shkelm
🦶	shkelm, shkelmim, shputë
🦶🏻	nuancë lëkure e çelët, shkelm, shkelmim, shputë, shputë: nuancë lëkure e çelët
🦶🏼	nuancë lëkure gjysmë e çelët, shkelm, shkelmim, shputë, shputë: nuancë lëkure gjysmë e çelët
🦶🏽	nuancë lëkure zeshkane, shkelm, shkelmim, shputë, shputë: nuancë lëkure zeshkane
🦶🏾	nuancë lëkure gjysmë e errët, shkelm, shkelmim, shputë, shputë: nuancë lëkure gjysmë e errët
🦶🏿	nuancë lëkure e errët, shkelm, shkelmim, shputë, shputë: nuancë lëkure e errët
👂️	trup, vesh
👂🏻	nuancë lëkure e çelët, trup, vesh, vesh: nuancë lëkure e çelët
👂🏼	nuancë lëkure gjysmë e çelët, trup, vesh, vesh: nuancë lëkure gjysmë e çelët
👂🏽	nuancë lëkure zeshkane, trup, vesh, vesh: nuancë lëkure zeshkane
👂🏾	nuancë lëkure gjysmë e errët, trup, vesh, vesh: nuancë lëkure gjysmë e errët
👂🏿	nuancë lëkure e errët, trup, vesh, vesh: nuancë lëkure e errët
🦻	probleme dëgjimi, qasshmëri, vesh me aparat dëgjimi
🦻🏻	nuancë lëkure e çelët, probleme dëgjimi, qasshmëri, vesh me aparat dëgjimi, vesh me aparat dëgjimi: nuancë lëkure e çelët
🦻🏼	nuancë lëkure gjysmë e çelët, probleme dëgjimi, qasshmëri, vesh me aparat dëgjimi, vesh me aparat dëgjimi: nuancë lëkure gjysmë e çelët
🦻🏽	nuancë lëkure zeshkane, probleme dëgjimi, qasshmëri, vesh me aparat dëgjimi, vesh me aparat dëgjimi: nuancë lëkure zeshkane
🦻🏾	nuancë lëkure gjysmë e errët, probleme dëgjimi, qasshmëri, vesh me aparat dëgjimi, vesh me aparat dëgjimi: nuancë lëkure gjysmë e errët
🦻🏿	nuancë lëkure e errët, probleme dëgjimi, qasshmëri, vesh me aparat dëgjimi, vesh me aparat dëgjimi: nuancë lëkure e errët
👃	hundë, trup
👃🏻	hundë, hundë: nuancë lëkure e çelët, nuancë lëkure e çelët, trup
👃🏼	hundë, hundë: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, trup
👃🏽	hundë, hundë: nuancë lëkure zeshkane, nuancë lëkure zeshkane, trup
👃🏾	hundë, hundë: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, trup
👃🏿	hundë, hundë: nuancë lëkure e errët, nuancë lëkure e errët, trup
🧠	i zgjuar, inteligjent, tru
🦷	dentist, dhëmb
🦴	eshtër, skelet
👀	fytyrë, sy, sytë, trup
👁️	sy, trup
👅	gjuhë, trup
👄	buzë, gojë, trup
👶	bebe, foshnjë
👶🏻	bebe, bebe: nuancë lëkure e çelët, foshnjë, nuancë lëkure e çelët
👶🏼	bebe, bebe: nuancë lëkure gjysmë e çelët, foshnjë, nuancë lëkure gjysmë e çelët
👶🏽	bebe, bebe: nuancë lëkure zeshkane, foshnjë, nuancë lëkure zeshkane
👶🏾	bebe, bebe: nuancë lëkure gjysmë e errët, foshnjë, nuancë lëkure gjysmë e errët
👶🏿	bebe, bebe: nuancë lëkure e errët, foshnjë, nuancë lëkure e errët
🧒	fëmijë, minoren
🧒🏻	fëmijë, fëmijë: nuancë lëkure e çelët, minoren, nuancë lëkure e çelët
🧒🏼	fëmijë, fëmijë: nuancë lëkure gjysmë e çelët, minoren, nuancë lëkure gjysmë e çelët
🧒🏽	fëmijë, fëmijë: nuancë lëkure zeshkane, minoren, nuancë lëkure zeshkane
🧒🏾	fëmijë, fëmijë: nuancë lëkure gjysmë e errët, minoren, nuancë lëkure gjysmë e errët
🧒🏿	fëmijë, fëmijë: nuancë lëkure e errët, minoren, nuancë lëkure e errët
👦	djalë, mashkull
👦🏻	djalë, djalë: nuancë lëkure e çelët, mashkull, nuancë lëkure e çelët
👦🏼	djalë, djalë: nuancë lëkure gjysmë e çelët, mashkull, nuancë lëkure gjysmë e çelët
👦🏽	djalë, djalë: nuancë lëkure zeshkane, mashkull, nuancë lëkure zeshkane
👦🏾	djalë, djalë: nuancë lëkure gjysmë e errët, mashkull, nuancë lëkure gjysmë e errët
👦🏿	djalë, djalë: nuancë lëkure e errët, mashkull, nuancë lëkure e errët
👧	vajzë, virgjëreshë, zodiak
👧🏻	nuancë lëkure e çelët, vajzë, vajzë: nuancë lëkure e çelët, virgjëreshë, zodiak
👧🏼	nuancë lëkure gjysmë e çelët, vajzë, vajzë: nuancë lëkure gjysmë e çelët, virgjëreshë, zodiak
👧🏽	nuancë lëkure zeshkane, vajzë, vajzë: nuancë lëkure zeshkane, virgjëreshë, zodiak
👧🏾	nuancë lëkure gjysmë e errët, vajzë, vajzë: nuancë lëkure gjysmë e errët, virgjëreshë, zodiak
👧🏿	nuancë lëkure e errët, vajzë, vajzë: nuancë lëkure e errët, virgjëreshë, zodiak
🧑	adoleshent, adoleshente, e rritur, fëmijë i rritur, i rritur
🧑🏻	adoleshent, adoleshente, e rritur, fëmijë i rritur, fëmijë i rritur: nuancë lëkure e çelët, i rritur, nuancë lëkure e çelët
🧑🏼	adoleshent, adoleshente, e rritur, fëmijë i rritur, fëmijë i rritur: nuancë lëkure gjysmë e çelët, i rritur, nuancë lëkure gjysmë e çelët
🧑🏽	adoleshent, adoleshente, e rritur, fëmijë i rritur, fëmijë i rritur: nuancë lëkure zeshkane, i rritur, nuancë lëkure zeshkane
🧑🏾	adoleshent, adoleshente, e rritur, fëmijë i rritur, fëmijë i rritur: nuancë lëkure gjysmë e errët, i rritur, nuancë lëkure gjysmë e errët
🧑🏿	adoleshent, adoleshente, e rritur, fëmijë i rritur, fëmijë i rritur: nuancë lëkure e errët, i rritur, nuancë lëkure e errët
👱	biond, njeri biond
👱🏻	biond, njeri biond, njeri biond: nuancë lëkure e çelët, nuancë lëkure e çelët
👱🏼	biond, njeri biond, njeri biond: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët
👱🏽	biond, njeri biond, njeri biond: nuancë lëkure zeshkane, nuancë lëkure zeshkane
👱🏾	biond, njeri biond, njeri biond: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët
👱🏿	biond, njeri biond, njeri biond: nuancë lëkure e errët, nuancë lëkure e errët
👨	burrë, mashkull
👨🏻	burrë, burrë: nuancë lëkure e çelët, mashkull, nuancë lëkure e çelët
👨🏼	burrë, burrë: nuancë lëkure gjysmë e çelët, mashkull, nuancë lëkure gjysmë e çelët
👨🏽	burrë, burrë: nuancë lëkure zeshkane, mashkull, nuancë lëkure zeshkane
👨🏾	burrë, burrë: nuancë lëkure gjysmë e errët, mashkull, nuancë lëkure gjysmë e errët
👨🏿	burrë, burrë: nuancë lëkure e errët, mashkull, nuancë lëkure e errët
🧔	mjekër, njëri me mjekër
🧔🏻	mjekër, njëri me mjekër, njëri me mjekër: nuancë lëkure e çelët, nuancë lëkure e çelët
🧔🏼	mjekër, njëri me mjekër, njëri me mjekër: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët
🧔🏽	mjekër, njëri me mjekër, njëri me mjekër: nuancë lëkure zeshkane, nuancë lëkure zeshkane
🧔🏾	mjekër, njëri me mjekër, njëri me mjekër: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët
🧔🏿	mjekër, njëri me mjekër, njëri me mjekër: nuancë lëkure e errët, nuancë lëkure e errët
👱‍♂	biond, burrë, burrë biond, mashkull
👱🏻‍♂	biond, burrë, burrë biond: nuancë lëkure e çelët, mashkull, nuancë lëkure e çelët
👱🏼‍♂	biond, burrë, burrë biond: nuancë lëkure gjysmë e çelët, mashkull, nuancë lëkure gjysmë e çelët
👱🏽‍♂	biond, burrë, burrë biond: nuancë lëkure zeshkane, mashkull, nuancë lëkure zeshkane
👱🏾‍♂	biond, burrë, burrë biond: nuancë lëkure gjysmë e errët, mashkull, nuancë lëkure gjysmë e errët
👱🏿‍♂	biond, burrë, burrë biond: nuancë lëkure e errët, mashkull, nuancë lëkure e errët
👨‍🦰	burrë, burrë: flokë të kuqe, flokë të kuqe, mashkull
👨🏻‍🦰	burrë, burrë: nuancë lëkure e çelët e flokë të kuqe, flokë të kuqe, mashkull, nuancë lëkure e çelët
👨🏼‍🦰	burrë, burrë: nuancë lëkure gjysmë e çelët e flokë të kuqe, flokë të kuqe, mashkull, nuancë lëkure gjysmë e çelët
👨🏽‍🦰	burrë, burrë: nuancë lëkure zeshkane e flokë të kuqe, flokë të kuqe, mashkull, nuancë lëkure zeshkane
👨🏾‍🦰	burrë, burrë: nuancë lëkure gjysmë e errët e flokë të kuqe, flokë të kuqe, mashkull, nuancë lëkure gjysmë e errët
👨🏿‍🦰	burrë, burrë: nuancë lëkure e errët e flokë të kuqe, flokë të kuqe, mashkull, nuancë lëkure e errët
👨‍🦱	burrë, burrë: flokë kaçurrele, flokë kaçurrele, mashkull
👨🏻‍🦱	burrë, burrë: nuancë lëkure e çelët e flokë kaçurrele, flokë kaçurrele, mashkull, nuancë lëkure e çelët
👨🏼‍🦱	burrë, burrë: nuancë lëkure gjysmë e çelët e flokë kaçurrele, flokë kaçurrele, mashkull, nuancë lëkure gjysmë e çelët
👨🏽‍🦱	burrë, burrë: nuancë lëkure zeshkane e flokë kaçurrele, flokë kaçurrele, mashkull, nuancë lëkure zeshkane
👨🏾‍🦱	burrë, burrë: nuancë lëkure gjysmë e errët e flokë kaçurrele, flokë kaçurrele, mashkull, nuancë lëkure gjysmë e errët
👨🏿‍🦱	burrë, burrë: nuancë lëkure e errët e flokë kaçurrele, flokë kaçurrele, mashkull, nuancë lëkure e errët
👨‍🦳	burrë, burrë: flokë të bardha, flokë të bardha, mashkull
👨🏻‍🦳	burrë, burrë: nuancë lëkure e çelët e flokë të bardha, flokë të bardha, mashkull, nuancë lëkure e çelët
👨🏼‍🦳	burrë, burrë: nuancë lëkure gjysmë e çelët e flokë të bardha, flokë të bardha, mashkull, nuancë lëkure gjysmë e çelët
👨🏽‍🦳	burrë, burrë: nuancë lëkure zeshkane e flokë të bardha, flokë të bardha, mashkull, nuancë lëkure zeshkane
👨🏾‍🦳	burrë, burrë: nuancë lëkure gjysmë e errët e flokë të bardha, flokë të bardha, mashkull, nuancë lëkure gjysmë e errët
👨🏿‍🦳	burrë, burrë: nuancë lëkure e errët e flokë të bardha, flokë të bardha, mashkull, nuancë lëkure e errët
