😀	منہ, چہرہ, کھل کے ہنستا چہرہ, کھلا, ہنسی
👇🏻	جسم, جلد کی ہلکی رنگت, شہادت کی انگلی, نیچے, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی ہلکی رنگت, ہاتھ
👇🏼	جسم, جلد کی درمیانی -ہلکی رنگت, شہادت کی انگلی, نیچے, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی -ہلکی رنگت, ہاتھ
👇🏽	جسم, جلد کی درمیانی رنگت, شہادت کی انگلی, نیچے, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی رنگت, ہاتھ
👇🏾	جسم, جلد کی درمیانی سیاہ رنگت, شہادت کی انگلی, نیچے, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی سیاہ رنگت, ہاتھ
👇🏿	جسم, جلد کی سیاہ رنگت, شہادت کی انگلی, نیچے, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی, نیچے اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی سیاہ رنگت, ہاتھ
☝️	انگلی, اوپر, اوپر اشارہ کرتی شہادت کی انگلی, جسم, ہاتھ
☝🏻	انگلی, اوپر, اوپر اشارہ کرتی شہادت کی انگلی, اوپر اشارہ کرتی شہادت کی انگلی: جلد کی ہلکی رنگت, جسم, جلد کی ہلکی رنگت, ہاتھ
☝🏼	انگلی, اوپر, اوپر اشارہ کرتی شہادت کی انگلی, اوپر اشارہ کرتی شہادت کی انگلی: جلد کی درمیانی -ہلکی رنگت, جسم, جلد کی درمیانی -ہلکی رنگت, ہاتھ
☝🏽	انگلی, اوپر, اوپر اشارہ کرتی شہادت کی انگلی, اوپر اشارہ کرتی شہادت کی انگلی: جلد کی درمیانی رنگت, جسم, جلد کی درمیانی رنگت, ہاتھ
☝🏾	انگلی, اوپر, اوپر اشارہ کرتی شہادت کی انگلی, اوپر اشارہ کرتی شہادت کی انگلی: جلد کی درمیانی سیاہ رنگت, جسم, جلد کی درمیانی سیاہ رنگت, ہاتھ
☝🏿	انگلی, اوپر, اوپر اشارہ کرتی شہادت کی انگلی, اوپر اشارہ کرتی شہادت کی انگلی: جلد کی سیاہ رنگت, جسم, جلد کی سیاہ رنگت, ہاتھ
👍️	انگوٹھا, اوپر, جسم, سب اچھا کا نشان بناتا انگوٹھا, ہاتھ
👍🏻	انگوٹھا, اوپر, جسم, جلد کی ہلکی رنگت, سب اچھا کا نشان بناتا انگوٹھا, سب اچھا کا نشان بناتا انگوٹھا: جلد کی ہلکی رنگت, ہاتھ
👍🏼	انگوٹھا, اوپر, جسم, جلد کی درمیانی -ہلکی رنگت, سب اچھا کا نشان بناتا انگوٹھا, سب اچھا کا نشان بناتا انگوٹھا: جلد کی درمیانی -ہلکی رنگت, ہاتھ
👍🏽	انگوٹھا, اوپر, جسم, جلد کی درمیانی رنگت, سب اچھا کا نشان بناتا انگوٹھا, سب اچھا کا نشان بناتا انگوٹھا: جلد کی درمیانی رنگت, ہاتھ
👍🏾	انگوٹھا, اوپر, جسم, جلد کی درمیانی سیاہ رنگت, سب اچھا کا نشان بناتا انگوٹھا, سب اچھا کا نشان بناتا انگوٹھا: جلد کی درمیانی سیاہ رنگت, ہاتھ
👍🏿	انگوٹھا, اوپر, جسم, جلد کی سیاہ رنگت, سب اچھا کا نشان بناتا انگوٹھا, سب اچھا کا نشان بناتا انگوٹھا: جلد کی سیاہ رنگت, ہاتھ
👎️	انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا, جسم, نیچے, ہاتھ
👎🏻	انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا: جلد کی ہلکی رنگت, جسم, جلد کی ہلکی رنگت, نیچے, ہاتھ
👎🏼	انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا: جلد کی درمیانی -ہلکی رنگت, جسم, جلد کی درمیانی -ہلکی رنگت, نیچے, ہاتھ
👎🏽	انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا: جلد کی درمیانی رنگت, جسم, جلد کی درمیانی رنگت, نیچے, ہاتھ
👎🏾	انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا: جلد کی درمیانی سیاہ رنگت, جسم, جلد کی درمیانی سیاہ رنگت, نیچے, ہاتھ
👎🏿	انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا, اچھا نہ ہونے کا نشان بناتا انگوٹھا: جلد کی سیاہ رنگت, جسم, جلد کی سیاہ رنگت, نیچے, ہاتھ
✊	بلند مُٹھی, جسم, مٹھی, ہاتھ
✊🏻	بلند مُٹھی, بلند مُٹھی: جلد کی ہلکی رنگت, جسم, جلد کی ہلکی رنگت, مٹھی, ہاتھ
✊🏼	بلند مُٹھی, بلند مُٹھی: جلد کی درمیانی -ہلکی رنگت, جسم, جلد کی درمیانی -ہلکی رنگت, مٹھی, ہاتھ
✊🏽	بلند مُٹھی, بلند مُٹھی: جلد کی درمیانی رنگت, جسم, جلد کی درمیانی رنگت, مٹھی, ہاتھ
✊🏾	بلند مُٹھی, بلند مُٹھی: جلد کی درمیانی سیاہ رنگت, جسم, جلد کی درمیانی سیاہ رنگت, مٹھی, ہاتھ
✊🏿	بلند مُٹھی, بلند مُٹھی: جلد کی سیاہ رنگت, جسم, جلد کی سیاہ رنگت, مٹھی, ہاتھ
👊	آتا ہوا مُکا, جسم, مکا, ہاتھ
👊🏻	آتا ہوا مُکا, آتا ہوا مُکا: جلد کی ہلکی رنگت, جسم, جلد کی ہلکی رنگت, مکا, ہاتھ
👊🏼	آتا ہوا مُکا, آتا ہوا مُکا: جلد کی درمیانی -ہلکی رنگت, جسم, جلد کی درمیانی -ہلکی رنگت, مکا, ہاتھ
👊🏽	آتا ہوا مُکا, آتا ہوا مُکا: جلد کی درمیانی رنگت, جسم, جلد کی درمیانی رنگت, مکا, ہاتھ
👊🏾	آتا ہوا مُکا, آتا ہوا مُکا: جلد کی درمیانی سیاہ رنگت, جسم, جلد کی درمیانی سیاہ رنگت, مکا, ہاتھ
👊🏿	آتا ہوا مُکا, آتا ہوا مُکا: جلد کی سیاہ رنگت, جسم, جلد کی سیاہ رنگت, مکا, ہاتھ
🤛	بائیں سمت, بائیں سمت میں مکا, مکا
🤛🏻	بائیں سمت, بائیں سمت میں مکا, بائیں سمت میں مکا: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, مکا
🤛🏼	بائیں سمت, بائیں سمت میں مکا, بائیں سمت میں مکا: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, مکا
🤛🏽	بائیں سمت, بائیں سمت میں مکا, بائیں سمت میں مکا: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, مکا
🤛🏾	بائیں سمت, بائیں سمت میں مکا, بائیں سمت میں مکا: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, مکا
🤛🏿	بائیں سمت, بائیں سمت میں مکا, بائیں سمت میں مکا: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, مکا
🤜	دائیں سمت, دائیں سمت میں مکا, مکا
🤜🏻	جلد کی ہلکی رنگت, دائیں سمت, دائیں سمت میں مکا, دائیں سمت میں مکا: جلد کی ہلکی رنگت, مکا
🤜🏼	جلد کی درمیانی -ہلکی رنگت, دائیں سمت, دائیں سمت میں مکا, دائیں سمت میں مکا: جلد کی درمیانی -ہلکی رنگت, مکا
🤜🏽	جلد کی درمیانی رنگت, دائیں سمت, دائیں سمت میں مکا, دائیں سمت میں مکا: جلد کی درمیانی رنگت, مکا
🤜🏾	جلد کی درمیانی سیاہ رنگت, دائیں سمت, دائیں سمت میں مکا, دائیں سمت میں مکا: جلد کی درمیانی سیاہ رنگت, مکا
🤜🏿	جلد کی سیاہ رنگت, دائیں سمت, دائیں سمت میں مکا, دائیں سمت میں مکا: جلد کی سیاہ رنگت, مکا
👏	تالی, تالیاں بجاتے ہاتھ, جسم, ہاتھ
👏🏻	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی ہلکی رنگت, جسم, جلد کی ہلکی رنگت, ہاتھ
👏🏼	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی درمیانی -ہلکی رنگت, جسم, جلد کی درمیانی -ہلکی رنگت, ہاتھ
👏🏽	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی درمیانی رنگت, جسم, جلد کی درمیانی رنگت, ہاتھ
👏🏾	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی درمیانی سیاہ رنگت, جسم, جلد کی درمیانی سیاہ رنگت, ہاتھ
👏🏿	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی سیاہ رنگت, جسم, جلد کی سیاہ رنگت, ہاتھ
🙌	جسم, جشن, ہاتھ, ہاتھ بلند کیے ہوئے شخص
🙌🏻	جسم, جشن, جلد کی ہلکی رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی ہلکی رنگت
🙌🏼	جسم, جشن, جلد کی درمیانی -ہلکی رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی درمیانی -ہلکی رنگت
🙌🏽	جسم, جشن, جلد کی درمیانی رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی درمیانی رنگت
🙌🏾	جسم, جشن, جلد کی درمیانی سیاہ رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی درمیانی سیاہ رنگت
🙌🏿	جسم, جشن, جلد کی سیاہ رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی سیاہ رنگت
👐	جسم, کھلے ہاتھ, کھولے, ہاتھ
👐🏻	جسم, جلد کی ہلکی رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی ہلکی رنگت, کھولے, ہاتھ
👐🏼	جسم, جلد کی درمیانی -ہلکی رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی درمیانی -ہلکی رنگت, کھولے, ہاتھ
👐🏽	جسم, جلد کی درمیانی رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی درمیانی رنگت, کھولے, ہاتھ
👐🏾	جسم, جلد کی درمیانی سیاہ رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی درمیانی سیاہ رنگت, کھولے, ہاتھ
👐🏿	جسم, جلد کی سیاہ رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی سیاہ رنگت, کھولے, ہاتھ
🤲	ایک ساتھ ہتھیلیاں اٹھانا, نماز
🤲🏻	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, نماز
🤲🏼	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, نماز
🤲🏽	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, نماز
🤲🏾	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, نماز
🤲🏿	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, نماز
🤝	ملانا, ہاتھ, ہاتھ ملانا
🙏	اشارہ, بندھے ہاتھ, دعا, شکریہ
🙏🏻	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, دعا, شکریہ
🙏🏼	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, دعا, شکریہ
🙏🏽	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, دعا, شکریہ
🙏🏾	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, دعا, شکریہ
🙏🏿	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, دعا, شکریہ
✍️	جسم, لکھتا ہوا ہاتھ, لکھنا, ہاتھ
✍🏻	جسم, جلد کی ہلکی رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی ہلکی رنگت, لکھنا, ہاتھ
✍🏼	جسم, جلد کی درمیانی -ہلکی رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی درمیانی -ہلکی رنگت, لکھنا, ہاتھ
✍🏽	جسم, جلد کی درمیانی رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی درمیانی رنگت, لکھنا, ہاتھ
✍🏾	جسم, جلد کی درمیانی سیاہ رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی درمیانی سیاہ رنگت, لکھنا, ہاتھ
✍🏿	جسم, جلد کی سیاہ رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی سیاہ رنگت, لکھنا, ہاتھ
💅	جسم, خیال, ناخن, نیل پالش, پالش
💅🏻	جسم, جلد کی ہلکی رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی ہلکی رنگت, پالش
💅🏼	جسم, جلد کی درمیانی -ہلکی رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی درمیانی -ہلکی رنگت, پالش
💅🏽	جسم, جلد کی درمیانی رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی درمیانی رنگت, پالش
💅🏾	جسم, جلد کی درمیانی سیاہ رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی درمیانی سیاہ رنگت, پالش
💅🏿	جسم, جلد کی سیاہ رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی سیاہ رنگت, پالش
🤳	تصویر, سیلفی, فون, کیمرہ
🤳🏻	تصویر, جلد کی ہلکی رنگت, سیلفی, سیلفی: جلد کی ہلکی رنگت, فون, کیمرہ
🤳🏼	تصویر, جلد کی درمیانی -ہلکی رنگت, سیلفی, سیلفی: جلد کی درمیانی -ہلکی رنگت, فون, کیمرہ
🤳🏽	تصویر, جلد کی درمیانی رنگت, سیلفی, سیلفی: جلد کی درمیانی رنگت, فون, کیمرہ
🤳🏾	تصویر, جلد کی درمیانی سیاہ رنگت, سیلفی, سیلفی: جلد کی درمیانی سیاہ رنگت, فون, کیمرہ
🤳🏿	تصویر, جلد کی سیاہ رنگت, سیلفی, سیلفی: جلد کی سیاہ رنگت, فون, کیمرہ
💪	بازوؤں کے ڈولے, جسم, ڈولے
💪🏻	بازوؤں کے ڈولے, بازوؤں کے ڈولے: جلد کی ہلکی رنگت, جسم, جلد کی ہلکی رنگت, ڈولے
💪🏼	بازوؤں کے ڈولے, بازوؤں کے ڈولے: جلد کی درمیانی -ہلکی رنگت, جسم, جلد کی درمیانی -ہلکی رنگت, ڈولے
