😀	gáire, meangadh, straoiseog ghealgháireach
👏🏿	bualadh bos, bualadh bos: ton cnis dorcha, lámha, ton cnis dorcha
🙌	ardú lámha, ceiliúradh, hurá, lámha ardaithe, na lámha
🙌🏻	ardú lámha, ceiliúradh, hurá, lámha ardaithe, lámha ardaithe: ton cnis geal, na lámha, ton cnis geal
🙌🏼	ardú lámha, ceiliúradh, hurá, lámha ardaithe, lámha ardaithe: ton cnis mheánach-gheal, na lámha, ton cnis mheánach-gheal
🙌🏽	ardú lámha, ceiliúradh, hurá, lámha ardaithe, lámha ardaithe: ton cnis meánach, na lámha, ton cnis meánach
🙌🏾	ardú lámha, ceiliúradh, hurá, lámha ardaithe, lámha ardaithe: ton cnis meándorcha, na lámha, ton cnis meándorcha
🙌🏿	ardú lámha, ceiliúradh, hurá, lámha ardaithe, lámha ardaithe: ton cnis dorcha, na lámha, ton cnis dorcha
👐	lámha, lámha ar oscailt, lámha oscailte
👐🏻	lámha, lámha ar oscailt, lámha ar oscailt: ton cnis geal, lámha oscailte, ton cnis geal
👐🏼	lámha, lámha ar oscailt, lámha ar oscailt: ton cnis mheánach-gheal, lámha oscailte, ton cnis mheánach-gheal
👐🏽	lámha, lámha ar oscailt, lámha ar oscailt: ton cnis meánach, lámha oscailte, ton cnis meánach
👐🏾	lámha, lámha ar oscailt, lámha ar oscailt: ton cnis meándorcha, lámha oscailte, ton cnis meándorcha
👐🏿	lámha, lámha ar oscailt, lámha ar oscailt: ton cnis dorcha, lámha oscailte, ton cnis dorcha
🤲	bos na láimhe ardaithe le chéile, bosa le chéile, paidir
🤲🏻	bos na láimhe ardaithe le chéile, bosa le chéile, bosa le chéile: ton cnis geal, paidir, ton cnis geal
🤲🏼	bos na láimhe ardaithe le chéile, bosa le chéile, bosa le chéile: ton cnis mheánach-gheal, paidir, ton cnis mheánach-gheal
🤲🏽	bos na láimhe ardaithe le chéile, bosa le chéile, bosa le chéile: ton cnis meánach, paidir, ton cnis meánach
🤲🏾	bos na láimhe ardaithe le chéile, bosa le chéile, bosa le chéile: ton cnis meándorcha, paidir, ton cnis meándorcha
🤲🏿	bos na láimhe ardaithe le chéile, bosa le chéile, bosa le chéile: ton cnis dorcha, paidir, ton cnis dorcha
🤝	aontú, beannú, croitheadh láimhe, croitheadh lámh, síocháin
🙏	ag guí, guí, lámh, lámha le chéile, paidir
🙏🏻	ag guí, guí, lámh, lámha le chéile, lámha le chéile: ton cnis geal, paidir, ton cnis geal
🙏🏼	ag guí, guí, lámh, lámha le chéile, lámha le chéile: ton cnis mheánach-gheal, paidir, ton cnis mheánach-gheal
🙏🏽	ag guí, guí, lámh, lámha le chéile, lámha le chéile: ton cnis meánach, paidir, ton cnis meánach
🙏🏾	ag guí, guí, lámh, lámha le chéile, lámha le chéile: ton cnis meándorcha, paidir, ton cnis meándorcha
🙏🏿	ag guí, guí, lámh, lámha le chéile, lámha le chéile: ton cnis dorcha, paidir, ton cnis dorcha
✍️	corp, lámh, lámh scríbhneoireachta, lámha scríbhneoireachta, scríobh
✍🏻	corp, lámh, lámh scríbhneoireachta, lámh scríbhneoireachta: ton cnis geal, lámha scríbhneoireachta, scríobh, ton cnis geal
✍🏼	corp, lámh, lámh scríbhneoireachta, lámh scríbhneoireachta: ton cnis mheánach-gheal, lámha scríbhneoireachta, scríobh, ton cnis mheánach-gheal
✍🏽	corp, lámh, lámh scríbhneoireachta, lámh scríbhneoireachta: ton cnis meánach, lámha scríbhneoireachta, scríobh, ton cnis meánach
✍🏾	corp, lámh, lámh scríbhneoireachta, lámh scríbhneoireachta: ton cnis meándorcha, lámha scríbhneoireachta, scríobh, ton cnis meándorcha
✍🏿	corp, lámh, lámh scríbhneoireachta, lámh scríbhneoireachta: ton cnis dorcha, lámha scríbhneoireachta, scríobh, ton cnis dorcha
💅	cosmaidí, smideadh, vearnais ingne
💅🏻	cosmaidí, smideadh, ton cnis geal, vearnais ingne, vearnais ingne: ton cnis geal
💅🏼	cosmaidí, smideadh, ton cnis mheánach-gheal, vearnais ingne, vearnais ingne: ton cnis mheánach-gheal
💅🏽	cosmaidí, smideadh, ton cnis meánach, vearnais ingne, vearnais ingne: ton cnis meánach
💅🏾	cosmaidí, smideadh, ton cnis meándorcha, vearnais ingne, vearnais ingne: ton cnis meándorcha
💅🏿	cosmaidí, smideadh, ton cnis dorcha, vearnais ingne, vearnais ingne: ton cnis dorcha
🤳	féinghraf, féinphic, pictiúr
🤳🏻	féinghraf, féinphic, féinphic: ton cnis geal, pictiúr, ton cnis geal
🤳🏼	féinghraf, féinphic, féinphic: ton cnis mheánach-gheal, pictiúr, ton cnis mheánach-gheal
🤳🏽	féinghraf, féinphic, féinphic: ton cnis meánach, pictiúr, ton cnis meánach
🤳🏾	féinghraf, féinphic, féinphic: ton cnis meándorcha, pictiúr, ton cnis meándorcha
🤳🏿	féinghraf, féinphic, féinphic: ton cnis dorcha, pictiúr, ton cnis dorcha
💪	bícéips, bícéips lúbtha, láidir, matáin
💪🏻	bícéips, bícéips lúbtha, bícéips lúbtha: ton cnis geal, láidir, matáin, ton cnis geal
💪🏼	bícéips, bícéips lúbtha, bícéips lúbtha: ton cnis mheánach-gheal, láidir, matáin, ton cnis mheánach-gheal
💪🏽	bícéips, bícéips lúbtha, bícéips lúbtha: ton cnis meánach, láidir, matáin, ton cnis meánach
💪🏾	bícéips, bícéips lúbtha, bícéips lúbtha: ton cnis meándorcha, láidir, matáin, ton cnis meándorcha
💪🏿	bícéips, bícéips lúbtha, bícéips lúbtha: ton cnis dorcha, láidir, matáin, ton cnis dorcha
🦾	inrochtaineacht, lámh mheicniúil, próistéiteach
🦿	cos mheicniúil, inrochtaineacht, próistéiteach
🦵	cic, cos, géag
🦵🏻	cic, cos, cos: ton cnis geal, géag, ton cnis geal
🦵🏼	cic, cos, cos: ton cnis mheánach-gheal, géag, ton cnis mheánach-gheal
🦵🏽	cic, cos, cos: ton cnis meánach, géag, ton cnis meánach
🦵🏾	cic, cos, cos: ton cnis meándorcha, géag, ton cnis meándorcha
🦵🏿	cic, cos, cos: ton cnis dorcha, géag, ton cnis dorcha
🦶	cic, gread, troigh
🦶🏻	cic, gread, ton cnis geal, troigh, troigh: ton cnis geal
🦶🏼	cic, gread, ton cnis mheánach-gheal, troigh, troigh: ton cnis mheánach-gheal
🦶🏽	cic, gread, ton cnis meánach, troigh, troigh: ton cnis meánach
🦶🏾	cic, gread, ton cnis meándorcha, troigh, troigh: ton cnis meándorcha
🦶🏿	cic, gread, ton cnis dorcha, troigh, troigh: ton cnis dorcha
👂️	cluas
👂🏻	cluas, cluas: ton cnis geal, ton cnis geal
👂🏼	cluas, cluas: ton cnis mheánach-gheal, ton cnis mheánach-gheal
👂🏽	cluas, cluas: ton cnis meánach, ton cnis meánach
👂🏾	cluas, cluas: ton cnis meándorcha, ton cnis meándorcha
👂🏿	cluas, cluas: ton cnis dorcha, ton cnis dorcha
🦻	cluas le háis éisteachta, deacrachtaí éisteachta, inrochtaineacht
🦻🏻	cluas le háis éisteachta, cluas le háis éisteachta: ton cnis geal, deacrachtaí éisteachta, inrochtaineacht, ton cnis geal
🦻🏼	cluas le háis éisteachta, cluas le háis éisteachta: ton cnis mheánach-gheal, deacrachtaí éisteachta, inrochtaineacht, ton cnis mheánach-gheal
🦻🏽	cluas le háis éisteachta, cluas le háis éisteachta: ton cnis meánach, deacrachtaí éisteachta, inrochtaineacht, ton cnis meánach
🦻🏾	cluas le háis éisteachta, cluas le háis éisteachta: ton cnis meándorcha, deacrachtaí éisteachta, inrochtaineacht, ton cnis meándorcha
🦻🏿	cluas le háis éisteachta, cluas le háis éisteachta: ton cnis dorcha, deacrachtaí éisteachta, inrochtaineacht, ton cnis dorcha
👃	srón
👃🏻	srón, srón: ton cnis geal, ton cnis geal
👃🏼	srón, srón: ton cnis mheánach-gheal, ton cnis mheánach-gheal
👃🏽	srón, srón: ton cnis meánach, ton cnis meánach
👃🏾	srón, srón: ton cnis meándorcha, ton cnis meándorcha
👃🏿	srón, srón: ton cnis dorcha, ton cnis dorcha
🧠	inchinn, éirimiúil
🫀	croí
🫁	scámhóga
🦷	fiacal, fiaclóir
🦴	cnámh, creatlach
👀	aghaidh, súile
👁️	corp, súil
👅	teanga, teanga amach
👄	béal
👶	babaí, óg
👶🏻	babaí, babaí: ton cnis geal, ton cnis geal, óg
👶🏼	babaí, babaí: ton cnis mheánach-gheal, ton cnis mheánach-gheal, óg
👶🏽	babaí, babaí: ton cnis meánach, ton cnis meánach, óg
👶🏾	babaí, babaí: ton cnis meándorcha, ton cnis meándorcha, óg
👶🏿	babaí, babaí: ton cnis dorcha, ton cnis dorcha, óg
🧒	leanbh, neodrach ó thaobh inscne de, óg
🧒🏻	leanbh, leanbh: ton cnis geal, neodrach ó thaobh inscne de, ton cnis geal, óg
🧒🏼	leanbh, leanbh: ton cnis mheánach-gheal, neodrach ó thaobh inscne de, ton cnis mheánach-gheal, óg
🧒🏽	leanbh, leanbh: ton cnis meánach, neodrach ó thaobh inscne de, ton cnis meánach, óg
🧒🏾	leanbh, leanbh: ton cnis meándorcha, neodrach ó thaobh inscne de, ton cnis meándorcha, óg
🧒🏿	leanbh, leanbh: ton cnis dorcha, neodrach ó thaobh inscne de, ton cnis dorcha, óg
👦	buachaill, óg
👦🏻	buachaill, buachaill: ton cnis geal, ton cnis geal, óg
👦🏼	buachaill, buachaill: ton cnis mheánach-gheal, ton cnis mheánach-gheal, óg
👦🏽	buachaill, buachaill: ton cnis meánach, ton cnis meánach, óg
👦🏾	buachaill, buachaill: ton cnis meándorcha, ton cnis meándorcha, óg
👦🏿	buachaill, buachaill: ton cnis dorcha, ton cnis dorcha, óg
👧	An Mhaighdean, cailín, stoidiaca, óg
👧🏻	An Mhaighdean, cailín, cailín: ton cnis geal, stoidiaca, ton cnis geal, óg
👧🏼	An Mhaighdean, cailín, cailín: ton cnis mheánach-gheal, stoidiaca, ton cnis mheánach-gheal, óg
👧🏽	An Mhaighdean, cailín, cailín: ton cnis meánach, stoidiaca, ton cnis meánach, óg
👧🏾	An Mhaighdean, cailín, cailín: ton cnis meándorcha, stoidiaca, ton cnis meándorcha, óg
👧🏿	An Mhaighdean, cailín, cailín: ton cnis dorcha, stoidiaca, ton cnis dorcha, óg
🧑	aosach, neodrach ó thaobh inscne de
🧑🏻	aosach, aosach: ton cnis geal, neodrach ó thaobh inscne de, ton cnis geal
🧑🏼	aosach, aosach: ton cnis mheánach-gheal, neodrach ó thaobh inscne de, ton cnis mheánach-gheal
🧑🏽	aosach, aosach: ton cnis meánach, neodrach ó thaobh inscne de, ton cnis meánach
🧑🏾	aosach, aosach: ton cnis meándorcha, neodrach ó thaobh inscne de, ton cnis meándorcha
🧑🏿	aosach, aosach: ton cnis dorcha, neodrach ó thaobh inscne de, ton cnis dorcha
👱	duine le gruaig fhionn, duine: gruaig fhionn, fionn, gruaig
👱🏻	duine le gruaig fhionn, duine: gruaig fhionn, duine: ton cnis geal, gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis geal
👱🏼	duine le gruaig fhionn, duine: gruaig fhionn, duine: ton cnis mheánach-gheal, gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis mheánach-gheal
👱🏽	duine le gruaig fhionn, duine: gruaig fhionn, duine: ton cnis meánach, gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis meánach
👱🏾	duine le gruaig fhionn, duine: gruaig fhionn, duine: ton cnis meándorcha, gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis meándorcha
👱🏿	duine le gruaig fhionn, duine: gruaig fhionn, duine: ton cnis dorcha, gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis dorcha
🧑‍🦰	aosach, aosach: gruaig rua, gruaig rua, neodrach ó thaobh inscne de
🧑🏻‍🦰	aosach, aosach: ton cnis geal, gruaig rua, gruaig rua, neodrach ó thaobh inscne de, ton cnis geal
🧑🏼‍🦰	aosach, aosach: ton cnis mheánach-gheal, gruaig rua, gruaig rua, neodrach ó thaobh inscne de, ton cnis mheánach-gheal
🧑🏽‍🦰	aosach, aosach: ton cnis meánach, gruaig rua, gruaig rua, neodrach ó thaobh inscne de, ton cnis meánach
🧑🏾‍🦰	aosach, aosach: ton cnis meándorcha, gruaig rua, gruaig rua, neodrach ó thaobh inscne de, ton cnis meándorcha
🧑🏿‍🦰	aosach, aosach: ton cnis dorcha, gruaig rua, gruaig rua, neodrach ó thaobh inscne de, ton cnis dorcha
🧑‍🦱	aosach, aosach: gruaig chatach, gruaig chatach, neodrach ó thaobh inscne de
🧑🏻‍🦱	aosach, aosach: ton cnis geal, gruaig chatach, gruaig chatach, neodrach ó thaobh inscne de, ton cnis geal
🧑🏼‍🦱	aosach, aosach: ton cnis mheánach-gheal, gruaig chatach, gruaig chatach, neodrach ó thaobh inscne de, ton cnis mheánach-gheal
🧑🏽‍🦱	aosach, aosach: ton cnis meánach, gruaig chatach, gruaig chatach, neodrach ó thaobh inscne de, ton cnis meánach
🧑🏾‍🦱	aosach, aosach: ton cnis meándorcha, gruaig chatach, gruaig chatach, neodrach ó thaobh inscne de, ton cnis meándorcha
🧑🏿‍🦱	aosach, aosach: ton cnis dorcha, gruaig chatach, gruaig chatach, neodrach ó thaobh inscne de, ton cnis dorcha
🧑‍🦳	aosach, aosach: gruaig bhán, gruaig bhán, neodrach ó thaobh inscne de
🧑🏻‍🦳	aosach, aosach: ton cnis geal, gruaig bhán, gruaig bhán, neodrach ó thaobh inscne de, ton cnis geal
🧑🏼‍🦳	aosach, aosach: ton cnis mheánach-gheal, gruaig bhán, gruaig bhán, neodrach ó thaobh inscne de, ton cnis mheánach-gheal
🧑🏽‍🦳	aosach, aosach: ton cnis meánach, gruaig bhán, gruaig bhán, neodrach ó thaobh inscne de, ton cnis meánach
🧑🏾‍🦳	aosach, aosach: ton cnis meándorcha, gruaig bhán, gruaig bhán, neodrach ó thaobh inscne de, ton cnis meándorcha
🧑🏿‍🦳	aosach, aosach: ton cnis dorcha, gruaig bhán, gruaig bhán, neodrach ó thaobh inscne de, ton cnis dorcha
🧑‍🦲	aosach, aosach: maol, maol, neodrach ó thaobh inscne de
🧑🏻‍🦲	aosach, aosach: ton cnis geal, maol, maol, neodrach ó thaobh inscne de, ton cnis geal
🧑🏼‍🦲	aosach, aosach: ton cnis mheánach-gheal, maol, maol, neodrach ó thaobh inscne de, ton cnis mheánach-gheal
🧑🏽‍🦲	aosach, aosach: ton cnis meánach, maol, maol, neodrach ó thaobh inscne de, ton cnis meánach
🧑🏾‍🦲	aosach, aosach: ton cnis meándorcha, maol, maol, neodrach ó thaobh inscne de, ton cnis meándorcha
🧑🏿‍🦲	aosach, aosach: ton cnis dorcha, maol, maol, neodrach ó thaobh inscne de, ton cnis dorcha
👨	fear
👨🏻	fear, fear: ton cnis geal, ton cnis geal
👨🏼	fear, fear: ton cnis mheánach-gheal, ton cnis mheánach-gheal
👨🏽	fear, fear: ton cnis meánach, ton cnis meánach
👨🏾	fear, fear: ton cnis meándorcha, ton cnis meándorcha
👨🏿	fear, fear: ton cnis dorcha, ton cnis dorcha
🧔	duine, fear, fear: feasóg, feasóg
🧔🏻	duine, fear, fear: feasóg, fear: ton cnis geal, feasóg, feasóg, ton cnis geal
🧔🏼	duine, fear, fear: feasóg, fear: ton cnis mheánach-gheal, feasóg, feasóg, ton cnis mheánach-gheal
🧔🏽	duine, fear, fear: feasóg, fear: ton cnis meánach, feasóg, feasóg, ton cnis meánach
🧔🏾	duine, fear, fear: feasóg, fear: ton cnis meándorcha, feasóg, feasóg, ton cnis meándorcha
🧔🏿	duine, fear, fear: feasóg, fear: ton cnis dorcha, feasóg, feasóg, ton cnis dorcha
👱‍♂	fear, fear: gruaig fhionn, fearr le gruaig fhionn, fionn, gruaig
👱🏻‍♂	fear, fear: gruaig fhionn, fear: ton cnis geal, gruaig fhionn, fearr le gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis geal
👱🏼‍♂	fear, fear: gruaig fhionn, fear: ton cnis mheánach-gheal, gruaig fhionn, fearr le gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis mheánach-gheal
👱🏽‍♂	fear, fear: gruaig fhionn, fear: ton cnis meánach, gruaig fhionn, fearr le gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis meánach
👱🏾‍♂	fear, fear: gruaig fhionn, fear: ton cnis meándorcha, gruaig fhionn, fearr le gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis meándorcha
👱🏿‍♂	fear, fear: gruaig fhionn, fear: ton cnis dorcha, gruaig fhionn, fearr le gruaig fhionn, fionn, gruaig, gruaig fhionn, ton cnis dorcha
👨‍🦰	fear, fear: gruaig rua, gruaig rua
👨🏻‍🦰	fear, fear: ton cnis geal, gruaig rua, gruaig rua, ton cnis geal
👨🏼‍🦰	fear, fear: ton cnis mheánach-gheal, gruaig rua, gruaig rua, ton cnis mheánach-gheal
👨🏽‍🦰	fear, fear: ton cnis meánach, gruaig rua, gruaig rua, ton cnis meánach
👨🏾‍🦰	fear, fear: ton cnis meándorcha, gruaig rua, gruaig rua, ton cnis meándorcha
👨🏿‍🦰	fear, fear: ton cnis dorcha, gruaig rua, gruaig rua, ton cnis dorcha
👨‍🦱	fear, fear: gruaig chatach, gruaig chatach
👨🏻‍🦱	fear, fear: ton cnis geal, gruaig chatach, gruaig chatach, ton cnis geal
👨🏼‍🦱	fear, fear: ton cnis mheánach-gheal, gruaig chatach, gruaig chatach, ton cnis mheánach-gheal
👨🏽‍🦱	fear, fear: ton cnis meánach, gruaig chatach, gruaig chatach, ton cnis meánach
👨🏾‍🦱	fear, fear: ton cnis meándorcha, gruaig chatach, gruaig chatach, ton cnis meándorcha
👨🏿‍🦱	fear, fear: ton cnis dorcha, gruaig chatach, gruaig chatach, ton cnis dorcha
👨‍🦳	fear, fear: gruaig bhán, gruaig bhán
👨🏻‍🦳	fear, fear: ton cnis geal, gruaig bhán, gruaig bhán, ton cnis geal
👨🏼‍🦳	fear, fear: ton cnis mheánach-gheal, gruaig bhán, gruaig bhán, ton cnis mheánach-gheal
👨🏽‍🦳	fear, fear: ton cnis meánach, gruaig bhán, gruaig bhán, ton cnis meánach
👨🏾‍🦳	fear, fear: ton cnis meándorcha, gruaig bhán, gruaig bhán, ton cnis meándorcha
👨🏿‍🦳	fear, fear: ton cnis dorcha, gruaig bhán, gruaig bhán, ton cnis dorcha
👨‍🦲	fear, fear: maol, maol
👨🏻‍🦲	fear, fear: ton cnis geal, maol, maol, ton cnis geal
👨🏼‍🦲	fear, fear: ton cnis mheánach-gheal, maol, maol, ton cnis mheánach-gheal
👨🏽‍🦲	fear, fear: ton cnis meánach, maol, maol, ton cnis meánach
👨🏾‍🦲	fear, fear: ton cnis meándorcha, maol, maol, ton cnis meándorcha
👨🏿‍🦲	fear, fear: ton cnis dorcha, maol, maol, ton cnis dorcha
👩	bean
👩🏻	bean, bean: ton cnis geal, ton cnis geal
👩🏼	bean, bean: ton cnis mheánach-gheal, ton cnis mheánach-gheal
👩🏽	bean, bean: ton cnis meánach, ton cnis meánach
👩🏾	bean, bean: ton cnis meándorcha, ton cnis meándorcha
👩🏿	bean, bean: ton cnis dorcha, ton cnis dorcha
👱‍♀	bean, bean le gruaig fhionn, bean: gruaig fhionn, duine
👱🏻‍♀	bean, bean le gruaig fhionn, bean: gruaig fhionn, bean: ton cnis geal, gruaig fhionn, duine, gruaig fhionn, ton cnis geal
👱🏼‍♀	bean, bean le gruaig fhionn, bean: gruaig fhionn, bean: ton cnis mheánach-gheal, gruaig fhionn, duine, gruaig fhionn, ton cnis mheánach-gheal
👱🏽‍♀	bean, bean le gruaig fhionn, bean: gruaig fhionn, bean: ton cnis meánach, gruaig fhionn, duine, gruaig fhionn, ton cnis meánach
👱🏾‍♀	bean, bean le gruaig fhionn, bean: gruaig fhionn, bean: ton cnis meándorcha, gruaig fhionn, duine, gruaig fhionn, ton cnis meándorcha
👱🏿‍♀	bean, bean le gruaig fhionn, bean: gruaig fhionn, bean: ton cnis dorcha, gruaig fhionn, duine, gruaig fhionn, ton cnis dorcha
👩‍🦰	bean, bean: gruaig rua, gruaig rua
